SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
351243,Cash loans,F,Y,Y,0,225000.0,1687266.0,69763.5,1575000.0,Unaccompanied,Pensioner,Higher education,Married,Rented apartment,0.072508,-20396,365243,-970.0,-3951,12.0,1,0,0,1,1,0,,2.0,1,1,FRIDAY,12,0,0,0,0,0,0,XNA,0.6087997270834543,0.7442160785861955,0.5620604831738043,0.6165,0.6064,0.9866,,,0.72,0.3103,0.6667,,,,0.3777,,0.05,0.6282,0.6292,0.9866,,,0.725,0.3103,0.6667,,,,0.3935,,0.0529,0.6225,0.6064,0.9866,,,0.72,0.3103,0.6667,,,,0.3845,,0.051,,block of flats,0.5135,Panel,No,0.0,0.0,0.0,0.0,-2864.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
373029,Cash loans,F,N,Y,1,157500.0,675000.0,37822.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.015221,-16410,-2170,-10526.0,-4275,,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Self-employed,0.7370204214492325,0.6094528387356491,,0.0588,0.0634,0.9781,0.7008,0.0277,0.0,0.1379,0.1667,0.2083,0.0784,0.0471,0.0537,0.0077,0.0526,0.0588,0.0658,0.9782,0.7125,0.0279,0.0,0.1379,0.1667,0.2083,0.0802,0.0514,0.056,0.0078,0.0557,0.0593,0.0634,0.9781,0.7048,0.0278,0.0,0.1379,0.1667,0.2083,0.0798,0.0479,0.0547,0.0078,0.0537,reg oper account,block of flats,0.0688,"Stone, brick",No,0.0,0.0,0.0,0.0,-980.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
401660,Cash loans,F,Y,Y,1,360000.0,790830.0,57676.5,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.007305,-11507,-705,-1991.0,-2011,8.0,1,1,0,1,0,0,High skill tech staff,3.0,3,3,THURSDAY,15,0,0,0,0,0,0,Industry: type 9,,0.5276579811076705,0.5082869913916046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-599.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
414248,Cash loans,F,N,Y,2,157500.0,257391.0,29241.0,238500.0,Unaccompanied,Working,Higher education,Widow,House / apartment,0.019101,-16429,-666,-1522.0,-5925,,1,1,0,1,0,0,High skill tech staff,3.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 2,0.6741813807835734,0.5477405454953713,0.5567274263630174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1783.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
188261,Cash loans,F,N,Y,0,90000.0,360000.0,18508.5,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-22180,365243,-3318.0,-4400,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,7,0,0,0,0,0,0,XNA,0.5875525602517402,0.5798454274358038,0.7151031019926098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1559.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
187194,Cash loans,M,N,Y,0,135000.0,404325.0,20772.0,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-18143,-1846,-2485.0,-1680,,1,1,0,1,1,0,Laborers,2.0,3,3,THURSDAY,7,0,0,0,0,0,0,Trade: type 7,0.5181225057958815,0.7230944136362059,0.25533177083329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
176953,Cash loans,F,N,Y,0,337500.0,906660.0,34308.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.072508,-21536,-5006,-8439.0,-5067,,1,1,0,1,1,0,,1.0,1,1,SUNDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.7293325294270707,0.5762718970550027,0.2276129150623945,0.1099,0.0776,0.9776,,,0.032,0.1241,0.35,,0.1115,,0.0957,,0.004,0.1261,0.05,0.9747,,,0.0,0.0345,0.1667,,0.072,,0.0715,,0.0,0.1124,0.0643,0.9747,,,0.0,0.1379,0.1667,,0.118,,0.104,,0.0,,block of flats,0.0561,Block,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
105035,Cash loans,M,Y,N,0,67500.0,312840.0,24844.5,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.020713,-11141,-1362,-5122.0,-3700,12.0,1,1,0,1,0,1,Laborers,2.0,3,3,MONDAY,7,0,0,0,0,1,1,Construction,0.3731831233428927,0.1265083587722582,0.3859146722745145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-190.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
347629,Cash loans,M,N,Y,0,207000.0,269982.0,29205.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00963,-9935,-687,-9935.0,-2338,,1,1,0,1,0,0,Laborers,1.0,2,2,TUESDAY,12,0,0,0,0,0,0,Transport: type 2,,0.1898116371705798,0.3774042489507649,0.0938,0.1031,0.9801,0.728,0.0121,0.0,0.2183,0.1667,0.2083,0.0177,0.0644,0.0879,0.0,0.0,0.1208,0.0551,0.9791,0.7256,0.0057,0.0,0.2759,0.1667,0.2083,0.0094,0.1056,0.0475,0.0,0.0,0.1197,0.1266,0.9796,0.7249,0.0129,0.0,0.2759,0.1667,0.2083,0.0222,0.0983,0.1103,0.0,0.0,reg oper account,block of flats,0.0389,Panel,No,0.0,0.0,0.0,0.0,-376.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
328729,Cash loans,M,N,Y,0,157500.0,375367.5,42583.5,337500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019101,-18085,-617,-6429.0,-164,,1,1,0,1,0,0,Laborers,1.0,2,2,MONDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.5328705842553758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-619.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
222876,Cash loans,F,N,Y,0,193500.0,479700.0,57060.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.009549,-14483,-3249,-2394.0,-5509,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.8485182655841114,0.3781844915523419,,0.099,0.0454,0.9796,0.7212,0.0155,0.08,0.069,0.3333,,0.066,0.0807,0.0835,,0.1174,0.1008,0.0471,0.9796,0.7321,0.0157,0.0806,0.069,0.3333,,0.0675,0.0882,0.087,,0.1243,0.0999,0.0454,0.9796,0.7249,0.0156,0.08,0.069,0.3333,,0.0671,0.0821,0.085,,0.1199,reg oper account,block of flats,0.0912,"Stone, brick",No,1.0,0.0,1.0,0.0,-448.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
322681,Cash loans,F,N,Y,0,81000.0,601470.0,30838.5,450000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.0088659999999999,-8251,-96,-2895.0,-905,,1,1,0,1,0,0,Sales staff,1.0,2,2,FRIDAY,11,0,0,0,1,1,0,Business Entity Type 3,,0.0139473550844305,0.4436153084085652,,,0.9901,,,,0.1379,0.0833,,,,0.0291,,,,,0.9901,,,,0.1379,0.0833,,,,0.0303,,,,,0.9901,,,,0.1379,0.0833,,,,0.0296,,,,block of flats,0.0398,"Stone, brick",No,6.0,0.0,6.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
251848,Cash loans,F,N,Y,0,135000.0,478800.0,16479.0,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.003813,-23587,365243,-6009.0,-4691,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,0.1450862636814335,0.0782590115748963,0.2445163919946749,0.0711,0.0691,0.9762,,,0.0,0.1379,0.1667,,0.0669,,0.0437,,0.0083,0.0725,0.0717,0.9762,,,0.0,0.1379,0.1667,,0.0684,,0.0455,,0.0088,0.0718,0.0691,0.9762,,,0.0,0.1379,0.1667,,0.0681,,0.0445,,0.0085,,block of flats,0.0526,"Stone, brick",No,2.0,0.0,2.0,0.0,-489.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
385146,Cash loans,F,N,Y,1,157500.0,252531.0,26644.5,234000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.01885,-10055,-1020,-2627.0,-2746,,1,1,0,1,0,0,Accountants,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 1,0.2954842745356403,0.6545966330502085,0.6626377922738201,0.0809,0.0451,0.9767,0.6804,0.0111,0.08,0.069,0.1667,0.0417,0.032,0.0643,0.0467,0.0,0.0,0.0137,0.0,0.9652,0.5426,0.0,0.0,0.0,0.0,0.0417,0.0026,0.0083,0.002,0.0,0.0,0.0817,0.0451,0.9767,0.6847,0.0112,0.08,0.069,0.1667,0.0417,0.0326,0.0654,0.0475,0.0,0.0,reg oper account,block of flats,0.0025,"Stone, brick",No,0.0,0.0,0.0,0.0,-930.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
419816,Cash loans,M,Y,Y,0,135000.0,832977.0,42660.0,684000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006629,-18218,-1209,-1330.0,-1707,13.0,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Construction,,0.6704262467675639,0.6986675550534175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-565.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
364699,Cash loans,F,N,Y,0,132750.0,270000.0,15205.5,270000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0116569999999999,-21241,365243,-4781.0,-3355,,1,0,0,1,0,0,,2.0,1,1,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.5198854222489024,0.4992720153045617,0.1227,0.1136,0.9791,0.7144,0.1676,0.0,0.2759,0.1667,0.2083,0.0227,0.1,0.1165,0.0,0.2612,0.125,0.1179,0.9791,0.7256,0.1691,0.0,0.2759,0.1667,0.2083,0.0233,0.1093,0.1214,0.0,0.2765,0.1239,0.1136,0.9791,0.7182,0.1687,0.0,0.2759,0.1667,0.2083,0.0231,0.1018,0.1186,0.0,0.2667,reg oper spec account,block of flats,0.0916,Panel,No,0.0,0.0,0.0,0.0,-2564.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
376348,Cash loans,M,N,Y,0,216000.0,781920.0,42547.5,675000.0,Unaccompanied,Working,Incomplete higher,Separated,House / apartment,0.035792,-15607,-1380,-3269.0,-4814,,1,1,0,1,0,0,High skill tech staff,1.0,2,2,TUESDAY,10,0,0,0,0,1,1,Industry: type 9,0.5413587818329851,0.6351494748172477,0.3457848024695955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1927.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
347757,Cash loans,M,Y,Y,0,225000.0,402214.5,25834.5,328500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006629,-17995,-1511,-10502.0,-1547,15.0,1,1,0,1,0,0,Drivers,2.0,2,2,SATURDAY,7,0,0,0,0,1,1,Industry: type 11,,0.7439787335893199,0.722392890081304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1957.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
203878,Cash loans,F,N,N,1,450000.0,810000.0,26257.5,810000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-16869,-3158,-1091.0,-427,,1,1,1,1,0,0,Security staff,3.0,3,3,WEDNESDAY,14,0,0,0,0,0,0,Government,0.7297127664439927,0.1467349678995878,0.8027454758994178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1072.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
134405,Cash loans,F,N,Y,1,450000.0,512446.5,40617.0,463500.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.006629,-10375,-2859,-365.0,-2986,,1,1,0,1,0,0,,3.0,2,2,TUESDAY,4,0,0,0,0,0,0,School,0.2700250168998703,0.6770690056029929,0.6738300778602003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2174.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
318862,Cash loans,F,N,Y,1,103500.0,213322.5,12375.0,162000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.009549,-13881,-1411,-3735.0,-3569,,1,1,0,1,0,1,High skill tech staff,3.0,2,2,TUESDAY,12,0,0,0,0,0,0,Housing,0.4477800541499661,0.600265054911633,0.4400578303966329,0.0825,0.0792,0.9767,,,,0.1379,0.1667,,0.0514,,0.0706,,,0.084,0.0822,0.9767,,,,0.1379,0.1667,,0.0526,,0.0736,,,0.0833,0.0792,0.9767,,,,0.1379,0.1667,,0.0523,,0.0719,,,,block of flats,0.0588,Panel,No,0.0,0.0,0.0,0.0,-1782.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
345718,Cash loans,M,N,Y,0,90000.0,376920.0,19372.5,270000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.0105,-8358,-595,-1055.0,-1033,,1,1,0,1,0,0,Drivers,2.0,3,3,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.3814605567650954,0.6144143775673561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
409001,Cash loans,F,Y,Y,0,270000.0,194922.0,15214.5,157500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.031329,-12331,-802,-797.0,-4130,6.0,1,1,0,1,0,0,Accountants,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.3871105877712213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-177.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
295339,Cash loans,F,N,N,0,81000.0,573408.0,27715.5,495000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.00496,-20664,-9963,-4262.0,-3154,,1,1,0,1,0,0,Core staff,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Kindergarten,0.383992194905555,0.674822529205962,0.6863823354047934,,,0.9846,,,,,,,,,0.0027,,,,,0.9846,,,,,,,,,0.0028,,,,,0.9846,,,,,,,,,0.0028,,,,,0.0441,,No,1.0,0.0,1.0,0.0,-1036.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
419158,Cash loans,M,Y,Y,1,121500.0,481176.0,24696.0,360000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.015221,-10033,-2195,-4700.0,-2699,10.0,1,1,1,1,0,0,Laborers,3.0,2,2,FRIDAY,9,0,0,0,1,1,0,Business Entity Type 3,0.1482446639664743,0.000615863307909,0.1566398270314114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-467.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
265669,Cash loans,M,Y,Y,0,157500.0,1515415.5,47169.0,1354500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-15524,-2885,-1300.0,-4500,8.0,1,1,0,1,0,0,,2.0,2,2,MONDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.3869991398295089,0.5388205570439962,0.7713615919194317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2042.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
392391,Cash loans,M,N,Y,0,90000.0,804420.0,43767.0,706500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-23501,365243,-10661.0,-4327,,1,0,0,1,0,1,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,,0.1512429506205085,0.3622772470384314,0.2031,0.6062,0.9906,0.8708,0.0029,0.18,0.1552,0.3542,0.0417,0.025,0.1652,0.2001,0.0019,0.002,0.0756,0.0605,0.9821,0.7648,0.0,0.0403,0.0345,0.3333,0.0417,0.0112,0.0661,0.0832,0.0,0.0,0.2051,0.6062,0.9906,0.8725,0.0029,0.18,0.1552,0.3542,0.0417,0.0254,0.168,0.2037,0.0019,0.002,reg oper account,block of flats,0.2561,Panel,No,0.0,0.0,0.0,0.0,-941.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
328545,Cash loans,F,Y,Y,1,193500.0,550980.0,43659.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006233,-11952,-1085,-399.0,-1294,6.0,1,1,1,1,1,1,Laborers,3.0,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.3253538552914901,0.613645006009568,0.1745642655572634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-1015.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
339268,Cash loans,F,N,N,0,135000.0,450000.0,25128.0,450000.0,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-22277,365243,-4271.0,-4266,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,0.4704206154196327,0.4830773739534214,0.4329616670974407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2245.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
292460,Cash loans,F,Y,N,0,157500.0,272520.0,15642.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.04622,-14099,-1974,-4199.0,-2931,7.0,1,1,1,1,1,0,Private service staff,1.0,1,1,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.3574080601145066,0.6939016270410979,0.5082869913916046,0.0371,0.0734,0.9722,0.6192,0.0036,0.0,0.1034,0.0833,0.125,,0.0303,0.0303,0.0,0.0,0.0378,0.0761,0.9722,0.6341,0.0036,0.0,0.1034,0.0833,0.125,,0.0331,0.0316,0.0,0.0,0.0375,0.0734,0.9722,0.6243,0.0036,0.0,0.1034,0.0833,0.125,,0.0308,0.0309,0.0,0.0,reg oper spec account,block of flats,0.0258,Others,No,0.0,0.0,0.0,0.0,-1758.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
108195,Cash loans,F,N,N,1,90000.0,675000.0,34596.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.0072739999999999,-16265,-2447,-5995.0,-4775,,1,1,0,1,1,0,Laborers,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Industry: type 11,0.7861729776977944,0.3803621659176144,0.108924403541012,0.066,0.0526,0.9901,0.8640000000000001,0.0163,0.08,0.069,0.3333,0.375,0.0141,0.053,0.0723,0.0039,0.0009,0.0672,0.0546,0.9901,0.8693,0.0165,0.0806,0.069,0.3333,0.375,0.0145,0.0579,0.0753,0.0039,0.001,0.0666,0.0526,0.9901,0.8658,0.0164,0.08,0.069,0.3333,0.375,0.0144,0.0539,0.0736,0.0039,0.001,reg oper account,block of flats,0.0648,Panel,No,0.0,0.0,0.0,0.0,-2345.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
229073,Cash loans,M,N,Y,0,112500.0,270000.0,17383.5,270000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.015221,-15611,-199,-1204.0,-4250,,1,1,1,1,0,0,Laborers,2.0,2,2,THURSDAY,15,0,0,0,1,0,1,Trade: type 7,0.297763771283692,0.7304887481322392,0.807273923277881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
144354,Cash loans,M,Y,Y,0,472500.0,1635120.0,56965.5,1350000.0,Family,Commercial associate,Higher education,Single / not married,House / apartment,0.04622,-10509,-1516,-10393.0,-1225,18.0,1,1,0,1,0,1,Sales staff,1.0,1,1,THURSDAY,15,0,0,0,0,0,0,Transport: type 4,0.5394575291950784,0.7540697390785509,0.7001838506835805,0.2213,,0.9801,,,0.24,0.2069,0.3333,,,,,,,0.2237,,0.9791,,,0.2417,0.2069,0.3333,,,,,,,0.2238,,0.9796,,,0.24,0.2069,0.3333,,,,,,,,block of flats,0.1577,Panel,No,0.0,0.0,0.0,0.0,-2750.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
